id,carat,table,depth,y,z,cut,color,clarity,x
7418,0.7,57.0,64.6,5.57,3.61,5,3,7,5.6
7419,0.32,56.0,59.6,4.51,2.68,3,3,5,4.48
7420,1.28,56.0,63.6,6.78,4.37,6,5,7,6.92
7421,0.54,57.0,63.0,5.23,3.28,3,3,6,5.18
7422,1.21,57.0,62.7,6.81,4.25,3,3,7,6.74
7423,1.01,57.0,63.1,6.35,4.02,3,6,8,6.39
7424,0.69,61.9,61.6,5.68,3.48,6,6,4,5.65
7425,1.05,54.0,62.2,6.55,4.07,2,4,5,6.53
7426,0.71,56.0,61.4,5.76,3.53,2,6,2,5.73
7427,0.51,55.0,61.8,5.1,3.17,2,1,5,5.16
7428,1.02,53.0,63.8,6.46,4.09,6,3,7,6.37
7429,1.1,55.0,61.5,6.64,4.1,2,3,4,6.69
7430,0.36,58.0,61.9,4.6,2.83,3,4,3,4.54
7431,1.52,58.0,67.7,7.0,4.76,5,6,8,7.07
7432,1.25,56.0,61.0,7.02,4.27,2,6,6,6.97
7433,1.28,57.0,62.2,6.94,4.33,2,4,5,6.99
7434,1.04,58.0,63.7,6.43,4.07,6,3,5,6.34
7435,1.01,54.0,62.5,6.46,4.03,2,3,4,6.43
7436,1.47,59.0,65.9,6.94,4.59,5,3,7,6.99
7437,1.16,57.0,61.9,6.76,4.17,2,2,6,6.72
7438,0.32,57.0,62.0,4.41,2.73,2,2,5,4.39
7439,1.25,55.0,61.1,6.97,4.25,2,5,5,6.94
7440,1.01,58.0,61.2,6.43,3.94,2,3,5,6.45
7441,1.35,57.0,62.3,7.05,4.41,2,6,6,7.11
7442,0.52,63.0,61.7,5.16,3.22,3,5,3,5.26
7443,0.31,55.0,63.1,4.28,2.72,3,3,6,4.34
7444,0.39,58.0,62.1,4.63,2.88,1,5,3,4.65
7445,2.32,58.0,62.1,8.43,5.25,1,6,7,8.47
7446,0.3,56.0,61.9,4.31,2.66,2,2,4,4.28
7447,1.51,60.0,61.3,7.33,4.48,1,5,6,7.29
7448,0.92,55.0,61.4,6.25,3.85,2,2,6,6.29
7449,0.71,57.0,63.5,5.64,3.57,3,4,5,5.61
7450,0.24,59.0,59.0,4.08,2.4,3,3,2,4.05
7451,0.78,60.0,60.8,5.94,3.62,1,3,6,5.97
7452,0.73,60.0,61.2,5.73,3.52,1,3,6,5.78
7453,0.32,60.0,59.4,4.47,2.65,1,4,1,4.45
7454,0.92,56.0,62.1,6.24,3.87,2,2,6,6.22
7455,0.42,57.0,61.3,4.78,2.94,2,4,4,4.81
7456,0.7,57.0,61.6,5.77,3.54,2,7,4,5.72
7457,0.4,57.0,62.7,4.69,2.95,2,2,6,4.72
7458,0.3,57.0,61.3,4.34,2.65,2,2,4,4.3
7459,1.01,55.0,62.5,6.44,4.01,2,1,2,6.39
7460,0.44,58.0,60.7,4.88,2.97,1,2,4,4.91
7461,1.5,58.0,61.0,7.3,4.47,1,2,7,7.35
7462,0.75,58.0,61.8,5.85,3.61,1,2,5,5.83
7463,0.32,56.0,61.7,4.44,2.73,2,2,5,4.41
7464,1.01,59.0,62.3,6.41,3.98,2,5,6,6.36
7465,0.32,55.0,61.8,4.42,2.72,2,5,3,4.38
7466,0.3,59.0,62.5,4.26,2.67,1,5,2,4.29
7467,1.14,58.0,59.7,6.83,4.1,1,2,3,6.91
7468,1.11,59.0,60.7,6.76,4.09,2,4,7,6.72
7469,1.64,59.0,62.8,7.51,4.72,1,3,6,7.53
7470,1.01,60.0,62.0,6.4,3.96,1,1,6,6.37
7471,0.4,59.0,58.9,4.84,2.84,3,3,2,4.81
7472,1.09,55.0,62.5,6.58,4.13,2,7,5,6.64
7473,1.62,56.0,60.8,7.61,4.62,2,6,4,7.56
7474,1.32,56.0,61.6,7.05,4.36,2,3,6,7.11
7475,0.3,57.0,61.9,4.31,2.66,2,2,3,4.28
7476,1.28,59.0,59.9,7.05,4.23,1,5,6,7.08
7477,1.78,56.0,60.9,7.88,4.79,2,3,5,7.85
7478,0.3,57.0,62.8,4.3,2.69,2,1,4,4.27
7479,0.77,58.0,60.2,5.97,3.58,3,3,2,5.93
7480,0.5,56.0,62.2,5.13,3.18,2,2,4,5.1
7481,0.3,61.0,61.6,4.31,2.64,3,2,5,4.26
7482,0.3,53.0,62.3,4.36,2.71,2,3,1,4.34
7483,0.3,57.0,63.5,4.24,2.71,3,6,4,4.29
7484,0.31,55.0,61.5,4.42,2.71,2,5,6,4.39
7485,0.35,55.0,61.2,4.57,2.79,3,3,7,4.56
7486,0.33,59.0,62.0,4.41,2.75,1,4,3,4.46
7487,0.41,57.0,64.1,4.64,3.0,6,5,5,4.72
7488,1.7,62.0,61.9,7.58,4.67,3,6,6,7.52
7489,1.64,59.0,62.0,7.52,4.65,3,7,7,7.47
7490,0.84,56.0,61.4,6.15,3.74,2,4,4,6.04
7491,0.54,62.0,59.6,5.36,3.18,3,2,6,5.31
7492,0.55,57.0,61.1,5.29,3.24,2,1,3,5.32
7493,0.61,57.0,60.1,5.58,3.34,2,1,3,5.53
7494,0.52,56.0,61.7,5.22,3.2,3,3,2,5.17
7495,0.31,58.0,61.2,4.32,2.66,1,4,5,4.37
7496,0.65,58.0,59.9,5.63,3.39,1,1,3,5.69
7497,0.32,60.0,57.0,4.53,2.6,6,2,5,4.6
7498,0.34,59.0,59.9,4.57,2.73,1,2,7,4.55
7499,0.52,55.0,62.1,5.17,3.2,2,3,7,5.14
7500,1.41,60.0,63.8,7.12,4.52,6,5,5,7.04
7501,0.4,61.0,61.1,4.7,2.89,1,4,6,4.76
7502,0.78,57.0,60.9,5.97,3.62,3,2,6,5.93
7503,1.57,59.0,62.6,7.43,4.64,3,7,5,7.39
7504,0.9,58.0,63.3,6.13,3.85,3,5,6,6.04
7505,1.01,57.0,61.3,6.47,3.96,2,3,4,6.44
7506,0.32,54.0,62.2,4.43,2.75,2,1,4,4.41
7507,0.53,53.0,62.6,5.24,3.27,2,7,5,5.21
7508,0.9,57.0,63.9,6.08,3.9,6,2,6,6.12
7509,0.4,59.0,60.8,4.73,2.87,1,3,3,4.71
7510,1.05,54.0,62.1,6.55,4.06,2,3,3,6.52
7511,1.07,57.0,61.7,6.55,4.06,2,2,3,6.61
7512,1.5,64.0,58.6,7.46,4.39,6,3,5,7.52
7513,0.31,55.0,62.5,4.3,2.7,2,1,7,4.34
7514,0.43,60.0,62.3,4.78,3.0,1,4,3,4.85
7515,0.87,56.0,61.7,6.12,3.77,2,3,6,6.1
7516,1.3,57.0,61.9,6.95,4.32,2,4,7,7.01
7517,0.5,57.0,61.7,5.06,3.13,1,3,6,5.09
7518,0.41,56.0,61.7,4.8,2.95,2,4,1,4.77
7519,1.52,57.0,61.2,7.4,4.55,2,1,6,7.47
7520,1.01,59.0,62.8,6.41,4.0,3,3,5,6.33
7521,1.16,56.0,62.5,6.73,4.19,2,4,5,6.67
7522,0.34,57.0,63.7,4.45,2.83,6,5,6,4.44
7523,1.01,56.0,62.6,6.36,3.99,3,3,4,6.39
7524,1.01,58.0,61.5,6.43,3.95,1,2,7,6.4
7525,0.41,58.0,63.4,4.7,2.99,3,4,7,4.73
7526,1.07,59.0,62.9,6.58,4.12,3,4,7,6.51
7527,1.5,56.0,68.9,6.9,4.79,5,5,8,7.0
7528,0.32,57.0,60.9,4.46,2.7,2,4,1,4.41
7529,1.01,61.0,62.3,6.32,3.96,1,5,6,6.39
7530,1.01,61.0,63.0,6.37,4.03,1,2,6,6.42
7531,0.42,54.0,62.0,4.85,2.99,2,1,7,4.8
7532,0.55,55.0,61.6,5.28,3.25,3,2,4,5.26
7533,1.01,59.0,64.6,6.3,4.05,6,1,7,6.23
7534,0.91,57.0,60.3,6.34,3.8,2,3,7,6.26
7535,0.33,55.0,62.3,4.43,2.77,2,2,5,4.46
7536,0.32,56.0,61.6,4.43,2.72,2,2,5,4.4
7537,0.4,57.0,62.0,4.76,2.94,2,3,6,4.72
7538,0.52,55.0,61.8,5.16,3.2,2,1,5,5.19
7539,0.53,58.0,60.0,5.29,3.16,1,1,6,5.24
7540,1.2,56.0,62.5,6.79,4.26,2,5,6,6.84
7541,0.54,56.0,61.2,5.23,3.22,2,1,5,5.29
7542,0.73,57.0,62.7,5.79,3.62,2,3,7,5.75
7543,0.33,62.0,58.8,4.53,2.65,3,5,5,4.49
7544,0.76,56.0,61.7,5.84,3.61,2,5,6,5.87
7545,0.52,57.0,61.7,5.18,3.19,2,4,4,5.16
7546,0.32,55.0,61.9,4.38,2.72,2,2,2,4.41
7547,0.3,57.0,62.4,4.32,2.69,2,4,4,4.3
7548,0.3,58.0,62.3,4.33,2.69,1,5,5,4.31
7549,2.17,61.0,59.9,8.38,5.02,1,5,6,8.39
7550,0.95,59.0,62.8,6.25,3.91,3,2,6,6.21
7551,0.4,57.0,61.7,4.73,2.91,3,6,4,4.71
7552,2.18,58.0,63.0,8.17,5.22,1,6,6,8.23
7553,1.27,62.0,60.2,7.0,4.23,1,6,8,7.05
7554,1.0,60.0,63.8,6.35,4.04,6,4,2,6.31
7555,0.34,57.0,60.8,4.49,2.74,2,2,4,4.53
7556,1.01,58.0,60.7,6.52,3.95,1,4,4,6.49
7557,0.36,55.0,63.0,4.54,2.85,3,5,6,4.51
7558,0.28,54.0,62.4,4.23,2.63,3,5,3,4.2
7559,0.54,57.0,62.6,5.18,3.25,2,4,6,5.21
7560,0.71,55.0,62.2,5.75,3.56,2,6,6,5.7
7561,1.01,61.0,62.1,6.38,3.93,3,4,7,6.27
7562,0.23,60.0,61.3,3.95,2.44,1,2,2,4.01
7563,1.0,59.0,61.5,6.4,3.92,3,5,6,6.35
7564,1.41,57.0,61.1,7.28,4.42,2,3,2,7.2
7565,0.32,59.0,61.2,4.42,2.7,1,3,5,4.4
7566,1.54,59.0,62.4,7.38,4.62,1,3,5,7.43
7567,1.27,57.0,60.6,7.0,4.26,2,5,6,7.07
7568,0.52,58.0,59.5,5.28,3.12,3,4,4,5.21
7569,0.39,56.0,60.8,4.75,2.88,2,6,1,4.73
7570,0.81,57.0,62.5,5.92,3.72,2,6,6,5.98
7571,2.01,57.0,63.8,7.95,5.1,6,6,7,8.0
7572,1.0,59.0,60.5,6.49,3.94,1,6,6,6.54
7573,0.73,58.0,63.5,5.72,3.62,3,1,5,5.68
7574,1.24,60.0,60.2,6.91,4.17,1,5,6,6.94
7575,1.32,58.0,62.2,6.97,4.36,1,2,8,7.05
7576,0.5,53.6,61.8,5.13,3.16,2,2,3,5.1
7577,2.01,53.0,63.5,7.97,5.08,3,5,4,8.04
7578,0.91,58.0,60.1,6.35,3.8,3,3,6,6.3
7579,0.7,56.0,62.5,5.7,3.57,2,3,4,5.73
7580,0.31,57.0,63.3,4.28,2.72,3,4,3,4.31
7581,0.73,56.0,61.9,5.81,3.58,2,1,5,5.76
7582,0.41,54.0,61.8,4.76,2.95,2,2,5,4.79
7583,0.28,62.0,59.9,4.28,2.55,3,5,2,4.23
7584,0.31,56.0,62.2,4.36,2.7,3,4,4,4.32
7585,0.57,56.0,62.6,5.34,3.36,1,1,6,5.4
7586,1.58,59.0,62.1,7.43,4.62,1,4,4,7.46
7587,0.35,56.0,63.4,4.46,2.84,3,4,6,4.5
7588,0.91,58.0,62.6,6.09,3.83,1,3,7,6.14
7589,0.96,58.0,58.7,6.51,3.81,3,2,5,6.47
7590,0.45,59.0,66.8,4.63,3.16,5,3,6,4.79
7591,0.34,58.0,62.9,4.44,2.8,1,3,5,4.46
7592,0.51,54.0,61.7,5.13,3.18,2,2,5,5.18
7593,0.71,55.0,62.0,5.77,3.56,2,2,5,5.72
7594,0.56,58.0,60.9,5.36,3.26,3,4,5,5.34
7595,0.41,56.0,61.9,4.76,2.94,2,3,5,4.74
7596,0.52,55.0,62.2,5.18,3.21,2,3,4,5.14
7597,1.01,58.0,59.4,6.54,3.86,3,3,4,6.46
7598,1.01,60.0,61.7,6.4,3.93,1,6,7,6.34
7599,0.31,59.0,62.3,4.32,2.68,1,6,6,4.29
7600,0.32,59.0,61.9,4.35,2.7,1,7,5,4.38
7601,0.51,60.0,59.9,5.07,3.06,1,4,7,5.14
7602,0.7,59.0,63.4,5.64,3.57,3,4,3,5.62
7603,1.12,60.0,64.3,6.56,4.23,6,6,7,6.59
7604,0.31,58.0,62.1,4.36,2.69,1,4,4,4.31
7605,0.39,57.0,62.5,4.74,2.95,2,2,1,4.7
7606,0.39,58.0,61.7,4.71,2.9,1,3,4,4.69
7607,2.38,58.0,62.1,8.49,5.29,1,7,5,8.54
7608,0.3,60.0,62.2,4.22,2.64,1,3,5,4.27
7609,0.76,58.0,61.1,5.85,3.59,1,2,6,5.91
7610,0.33,56.0,62.4,4.41,2.76,2,2,6,4.43
7611,0.3,59.0,61.7,4.25,2.63,1,1,5,4.28
7612,0.47,58.0,61.8,4.94,3.07,1,5,4,4.99
7613,1.0,57.0,61.9,6.38,3.94,3,2,5,6.35
7614,1.01,57.0,61.6,6.45,3.96,2,2,4,6.41
7615,1.24,58.0,62.7,6.89,4.31,1,6,3,6.85
7616,1.84,58.0,59.7,8.01,4.77,1,5,6,7.98
7617,0.74,57.0,61.5,5.86,3.59,2,6,5,5.81
7618,0.32,54.0,62.1,4.4,2.74,2,1,2,4.43
7619,0.31,55.0,61.6,4.4,2.7,2,6,5,4.37
7620,0.71,59.0,62.8,5.63,3.55,1,5,5,5.68
7621,2.04,56.0,61.8,8.05,5.0,1,4,7,8.13
7622,0.7,62.0,61.7,5.65,3.5,1,3,7,5.69
7623,1.01,55.0,63.2,6.34,4.02,3,4,5,6.39
7624,0.5,57.0,62.8,5.08,3.18,3,3,5,5.05
7625,0.56,56.0,62.3,5.33,3.3,2,1,6,5.26
7626,0.25,58.0,62.1,4.05,2.5,3,3,4,4.0
7627,1.05,58.0,59.5,6.69,3.96,3,5,6,6.61
7628,0.41,57.0,61.1,4.81,2.93,2,6,1,4.78
7629,1.51,63.0,60.2,7.36,4.44,3,4,4,7.39
7630,2.1,60.7,61.5,8.21,5.03,3,7,5,8.16
7631,1.04,61.0,58.5,6.68,3.89,6,3,7,6.63
7632,2.03,59.0,62.7,8.08,5.05,1,7,7,8.02
7633,0.52,57.0,63.2,5.1,3.22,3,3,4,5.09
7634,0.23,56.0,61.5,4.0,2.44,3,3,3,3.95
7635,1.23,56.0,62.1,6.82,4.24,2,5,7,6.85
7636,0.7,54.0,62.7,5.69,3.55,2,6,3,5.65
7637,1.15,57.0,63.6,6.64,4.21,3,7,7,6.6
7638,0.43,56.0,61.5,4.89,3.0,2,4,2,4.87
7639,0.3,61.0,61.2,4.33,2.64,2,2,3,4.3
7640,0.38,61.0,61.0,4.67,2.83,3,3,7,4.61
7641,1.51,59.0,60.6,7.41,4.5,1,2,6,7.45
7642,0.54,56.0,60.4,5.34,3.21,3,4,6,5.29
7643,0.3,57.0,61.3,4.31,2.65,2,5,3,4.33
7644,0.7,60.0,62.5,5.62,3.53,1,1,4,5.67
7645,0.5,61.0,61.2,5.06,3.09,6,6,4,5.03
7646,1.08,56.0,62.2,6.56,4.09,2,4,7,6.59
7647,0.36,59.0,61.2,4.56,2.8,1,1,7,4.59
7648,0.92,59.0,58.9,6.35,3.75,1,3,7,6.38
7649,1.0,60.0,61.6,6.33,3.91,1,1,7,6.37
7650,1.56,57.0,61.2,7.48,4.59,2,3,6,7.52
7651,0.35,56.0,62.5,4.55,2.83,2,1,5,4.51
7652,1.02,57.0,60.7,6.54,3.96,2,7,5,6.5
7653,0.9,59.0,61.3,6.15,3.79,1,4,5,6.21
7654,1.53,58.0,62.0,7.41,4.58,1,6,5,7.36
7655,0.81,58.0,63.8,5.97,3.77,3,2,6,5.85
7656,1.35,60.0,60.5,7.11,4.32,1,4,7,7.16
7657,0.51,60.0,60.1,5.18,3.1,1,1,6,5.14
7658,1.0,57.0,62.8,6.3,3.97,2,3,5,6.35
7659,1.7,57.0,62.8,7.57,4.72,3,5,4,7.47
7660,0.37,57.0,61.1,4.65,2.83,2,3,4,4.61
7661,0.64,53.0,62.1,5.54,3.43,2,2,3,5.51
7662,0.6,54.0,62.7,5.39,3.39,2,3,6,5.43
7663,0.52,54.0,61.8,5.19,3.2,2,6,6,5.16
7664,1.07,59.0,62.2,6.53,4.04,1,5,7,6.47
7665,0.37,57.0,60.0,4.67,2.81,1,4,6,4.7
7666,0.34,58.0,59.3,4.59,2.71,1,2,6,4.55
7667,0.25,59.0,60.2,4.13,2.48,3,2,2,4.11
7668,0.53,62.0,58.6,5.32,3.1,6,2,5,5.26
7669,0.43,56.0,62.4,4.84,3.01,2,6,4,4.81
7670,1.16,57.0,62.3,6.72,4.17,2,4,5,6.66
7671,2.01,55.0,63.3,7.94,5.0,6,5,5,7.87
7672,1.55,57.0,62.1,7.43,4.6,2,5,7,7.39
7673,2.16,59.0,60.5,8.35,5.07,1,7,6,8.41
7674,0.5,56.0,64.1,4.98,3.21,6,1,6,5.03
7675,1.12,59.0,61.2,6.65,4.08,1,5,6,6.69
7676,0.3,56.0,63.4,4.25,2.69,6,2,6,4.23
7677,0.31,59.0,62.9,4.27,2.7,1,3,5,4.32
7678,0.32,58.0,62.2,4.36,2.72,1,2,6,4.39
7679,1.5,59.0,61.1,7.35,4.51,1,5,7,7.41
7680,1.05,57.0,62.9,6.51,4.06,3,1,5,6.39
7681,0.55,56.0,62.5,5.22,3.27,2,4,3,5.25
7682,0.81,57.0,61.9,6.01,3.71,2,3,6,5.98
7683,2.0,56.0,65.2,7.87,5.15,5,5,5,7.92
7684,2.02,60.0,61.2,8.13,5.0,1,6,5,8.22
7685,2.14,57.0,60.7,8.4,5.08,2,6,7,8.34
7686,1.24,67.0,55.6,7.11,4.0,5,1,6,7.27
7687,1.01,55.0,63.7,6.37,4.04,6,5,7,6.32
7688,0.9,59.0,62.2,6.18,3.83,3,2,5,6.13
7689,0.55,56.0,61.0,5.34,3.24,2,3,6,5.28
7690,0.92,55.0,66.8,5.99,4.02,5,2,6,6.04
7691,0.75,57.0,64.6,5.72,3.7,5,1,7,5.74
7692,2.07,56.0,62.2,8.16,5.09,2,7,5,8.2
7693,1.01,59.0,60.8,6.41,3.91,1,3,4,6.45
7694,0.41,57.0,63.8,4.73,3.01,3,1,7,4.71
7695,0.4,57.0,59.9,4.82,2.87,2,1,4,4.77
7696,0.9,60.0,61.8,6.2,3.81,3,2,6,6.14
7697,1.0,56.0,63.4,6.35,4.0,6,3,5,6.27
7698,1.2,61.0,62.6,6.68,4.21,1,6,5,6.76
7699,1.07,57.0,61.4,6.57,4.05,2,2,7,6.62
7700,1.0,56.0,63.4,6.34,4.03,3,5,6,6.37
7701,1.01,55.0,61.9,6.38,3.97,2,6,7,6.45
7702,0.39,57.0,61.8,4.67,2.9,2,1,3,4.71
7703,0.7,56.0,61.1,5.78,3.51,2,3,7,5.71
7704,0.92,62.0,59.4,6.36,3.77,3,4,7,6.34
7705,0.41,60.0,60.2,4.78,2.89,1,2,6,4.82
7706,1.07,57.0,62.5,6.51,4.06,2,1,5,6.48
7707,2.07,60.0,59.6,8.24,4.93,1,5,7,8.3
7708,0.32,56.0,62.1,4.36,2.72,2,4,5,4.4
7709,0.87,56.0,61.8,6.13,3.78,2,4,5,6.11
7710,0.59,55.2,61.7,5.41,3.33,3,6,6,5.39
7711,0.32,55.0,62.0,4.37,2.74,2,1,6,4.47
7712,1.02,58.0,61.0,6.49,3.98,1,4,4,6.55
7713,0.53,55.0,60.5,5.29,3.19,3,3,5,5.24
7714,0.7,55.0,62.1,5.71,3.53,3,5,5,5.66
7715,0.57,53.0,62.2,5.4,3.34,2,3,7,5.34
7716,0.72,56.0,61.8,5.77,3.56,2,6,5,5.72
7717,0.42,60.0,58.5,4.91,2.88,1,2,7,4.94
7718,0.42,55.0,62.4,4.83,3.0,2,2,5,4.79
7719,0.3,55.0,62.1,4.32,2.67,2,2,5,4.28
7720,1.3,56.0,62.9,6.96,4.39,2,5,5,7.0
7721,0.7,55.0,62.0,5.74,3.55,2,3,4,5.71
7722,0.75,57.0,62.5,5.85,3.64,2,2,4,5.8
7723,1.2,57.0,61.2,6.91,4.19,3,5,6,6.78
7724,1.5,61.0,63.4,7.08,4.5,3,3,5,7.12
7725,0.61,57.0,60.5,5.54,3.35,3,5,3,5.52
7726,1.0,59.0,60.0,6.47,3.9,1,4,5,6.52
7727,0.53,57.0,61.8,5.22,3.21,2,4,1,5.18
7728,1.5,58.8,61.4,7.37,4.5,6,4,5,7.32
7729,0.4,57.0,61.9,4.76,2.93,2,3,6,4.71
7730,1.08,57.0,62.1,6.57,4.07,2,4,5,6.54
7731,0.32,56.0,61.4,4.41,2.7,2,1,4,4.38
7732,0.81,57.0,59.1,6.16,3.62,3,5,6,6.09
7733,0.31,59.0,62.7,4.29,2.7,1,7,6,4.32
7734,0.5,60.0,64.6,4.96,3.23,5,4,8,5.04
7735,1.75,59.0,62.8,7.62,4.76,3,4,5,7.53
7736,1.5,55.0,62.0,7.4,4.56,2,2,6,7.32
7737,1.01,58.0,63.9,6.31,4.05,6,2,7,6.37
7738,1.51,57.0,62.7,7.26,4.57,2,2,5,7.31
7739,1.5,59.0,61.8,7.21,4.48,1,4,7,7.29
7740,0.58,62.0,62.2,5.44,3.36,6,3,4,5.37
7741,0.52,57.0,62.4,5.12,3.2,2,2,5,5.14
7742,0.77,56.0,61.0,5.96,3.62,2,2,5,5.91
7743,1.01,56.0,66.2,6.1,4.02,5,1,6,6.05
7744,1.01,59.0,63.2,6.38,4.02,6,4,3,6.34
7745,0.81,57.0,62.0,5.97,3.69,2,5,3,5.93
7746,2.3,59.0,59.6,8.56,5.12,1,7,6,8.61
7747,1.7,57.0,64.5,7.51,4.86,5,3,7,7.55
7748,0.31,58.0,61.2,4.37,2.67,1,3,5,4.35
7749,0.38,57.0,60.7,4.73,2.86,2,3,1,4.69
7750,0.42,55.0,61.7,4.82,2.98,2,5,1,4.84
7751,0.72,56.0,61.4,5.83,3.56,2,4,7,5.76
7752,0.9,57.0,62.5,6.15,3.84,2,3,6,6.13
7753,0.7,58.0,61.8,5.64,3.49,1,4,5,5.66
7754,0.9,60.0,61.4,6.12,3.74,6,5,6,6.06
7755,0.31,57.0,59.4,4.43,2.62,3,3,2,4.39
7756,0.71,56.0,61.8,5.75,3.55,2,4,5,5.72
7757,0.9,56.0,62.4,6.19,3.85,2,4,7,6.14
7758,1.01,58.0,62.5,6.41,4.0,3,3,7,6.39
7759,1.51,58.0,60.7,7.4,4.51,1,5,5,7.45
7760,0.38,56.0,62.8,4.59,2.9,2,3,4,4.64
7761,0.44,57.0,60.9,4.9,3.0,2,2,3,4.95
7762,0.8,57.0,63.4,5.82,3.71,3,3,6,5.89
7763,0.32,57.0,61.2,4.43,2.7,2,3,3,4.4
7764,0.25,56.0,62.2,4.03,2.5,3,3,2,4.02
7765,1.01,55.0,63.3,6.36,4.04,3,2,3,6.41
7766,0.31,59.0,61.5,4.32,2.67,1,4,5,4.36
7767,0.4,58.0,62.3,4.72,2.92,1,4,2,4.66
7768,0.31,56.0,61.3,4.36,2.69,2,1,7,4.41
7769,0.24,57.0,61.9,4.01,2.47,3,5,3,3.97
7770,1.24,57.0,61.3,6.89,4.24,2,5,6,6.95
7771,0.38,60.0,59.7,4.68,2.79,1,5,6,4.66
7772,1.21,58.0,62.3,6.79,4.24,1,6,5,6.82
7773,0.5,60.0,60.1,5.05,3.06,1,2,7,5.13
7774,0.9,57.0,63.3,6.16,3.88,3,3,6,6.1
7775,0.76,59.0,64.1,5.75,3.68,6,6,6,5.73
7776,0.92,55.0,63.9,6.09,3.91,6,1,7,6.14
7777,1.01,55.0,61.9,6.46,3.99,3,4,7,6.43
7778,0.33,56.0,61.9,4.41,2.74,2,4,7,4.45
7779,0.31,54.0,62.2,4.4,2.73,2,5,1,4.38
7780,1.73,61.0,59.2,7.82,4.62,3,5,5,7.78
7781,1.71,55.0,62.2,7.65,4.78,2,4,4,7.72
7782,0.57,56.0,61.3,5.4,3.3,2,3,2,5.37
7783,1.04,55.0,61.9,6.52,4.03,2,1,5,6.5
7784,0.43,57.0,60.1,4.88,2.94,2,4,3,4.91
7785,0.31,58.0,60.9,4.35,2.66,1,4,5,4.38
7786,1.0,58.0,60.2,6.48,3.92,1,4,7,6.55
7787,0.41,58.0,62.2,4.77,2.95,1,1,2,4.71
7788,1.31,58.0,60.0,7.11,4.28,1,6,5,7.15
7789,0.28,56.0,60.0,4.28,2.56,3,2,3,4.26
7790,1.2,53.0,62.2,6.84,4.24,2,4,3,6.8
7791,0.55,56.0,62.4,5.26,3.27,2,3,7,5.22
7792,1.01,59.0,60.1,6.39,3.86,1,4,7,6.45
7793,0.7,56.0,60.3,5.73,3.47,2,1,7,5.77
7794,0.75,55.0,61.1,5.89,3.6,2,1,5,5.87
7795,1.6,57.0,62.0,7.54,4.65,3,2,7,7.47
7796,0.9,58.0,63.6,6.1,3.89,6,6,2,6.14
7797,0.31,56.0,62.9,4.29,2.71,2,2,5,4.33
7798,2.22,56.0,61.3,8.36,5.15,2,6,5,8.45
7799,1.22,57.0,61.0,6.93,4.2,2,5,7,6.88
7800,0.5,57.0,62.1,5.05,3.15,2,2,5,5.1
7801,0.94,61.0,59.8,6.35,3.81,1,3,6,6.39
7802,0.31,58.0,59.7,4.41,2.64,1,5,4,4.43
7803,0.98,57.0,62.9,6.29,3.97,2,4,7,6.33
7804,1.28,55.6,62.0,6.96,4.31,2,4,1,6.94
7805,1.04,58.0,57.9,6.68,3.88,6,5,7,6.72
7806,0.51,53.0,61.7,5.2,3.2,2,2,5,5.18
7807,1.23,60.0,62.4,6.78,4.24,1,2,7,6.82
7808,1.01,61.0,59.8,6.54,3.9,2,4,5,6.51
7809,0.3,55.0,64.5,4.19,2.74,5,3,5,4.31
7810,1.09,56.0,60.9,6.67,4.07,1,4,5,6.7
7811,0.23,60.0,61.6,3.99,2.45,3,2,3,3.97
7812,0.59,53.0,62.5,5.35,3.38,3,4,4,5.46
7813,1.02,58.0,59.2,6.58,3.88,3,2,5,6.52
7814,0.51,59.0,61.3,5.13,3.15,1,2,6,5.15
7815,0.31,56.0,61.1,4.42,2.69,2,1,1,4.39
7816,0.71,59.0,63.2,5.64,3.55,3,4,7,5.6
7817,1.21,57.0,62.6,6.8,4.23,3,7,4,6.71
7818,1.01,62.0,59.3,6.44,3.83,1,3,5,6.48
7819,0.34,56.0,62.1,4.51,2.79,2,3,5,4.47
7820,1.0,59.0,63.2,6.25,3.97,3,3,7,6.31
7821,0.57,56.0,61.3,5.37,3.3,2,3,2,5.4
7822,1.5,55.0,62.6,7.31,4.6,2,6,5,7.39
7823,0.51,57.0,62.2,5.08,3.17,2,2,6,5.12
7824,0.51,57.0,62.6,5.14,3.2,2,4,2,5.08
7825,0.72,55.0,64.8,5.6,3.64,5,3,6,5.64
7826,0.42,55.0,61.1,4.86,2.96,2,1,7,4.82
7827,2.08,55.0,61.0,8.25,5.05,2,7,1,8.32
7828,0.71,58.0,64.0,5.61,3.58,3,5,6,5.57
7829,0.37,59.0,62.4,4.6,2.86,3,3,6,4.56
7830,0.23,58.0,62.3,3.99,2.45,3,2,2,3.88
7831,1.01,60.0,61.6,6.47,3.97,3,4,5,6.42
7832,0.66,57.0,61.0,5.66,3.43,2,5,4,5.61
7833,0.52,58.0,61.1,5.16,3.16,1,4,4,5.19
7834,0.4,56.0,60.6,4.76,2.91,2,4,7,4.82
7835,0.91,53.0,61.8,6.3,3.87,2,2,7,6.22
7836,0.3,56.0,61.4,4.36,2.67,2,5,5,4.33
7837,0.35,57.0,61.7,4.56,2.8,3,6,5,4.52
7838,0.3,55.0,62.1,4.31,2.69,2,4,1,4.35
7839,2.0,61.0,59.7,8.15,4.88,1,5,7,8.2
7840,1.5,62.0,61.2,7.32,4.46,6,6,4,7.26
